id,date,user,pc,to,cc,bcc,from,size,attachments
E001583,02/22/2010 14:24:00,alice.smith,LAP0001,charlie.brown@partner.com,,,alice.smith@company.com,289452,0
E001584,12/21/2010 11:54:00,charlie.brown,LAP0001,henry.clark@external.com,iris.lee@dtaa.com,,charlie.brown@dtaa.com,38379370,0
E001585,02/25/2010 15:22:00,eve.davis,LAP0002,mia.thompson@external.com,,,eve.davis@partner.com,15999969,0
E001586,03/31/2010 00:12:00,charlie.brown,DSK0004,leo.harris@partner.com,,,charlie.brown@company.com,40589934,0
E001587,09/15/2010 18:46:00,charlie.brown,LAP0001,mia.thompson@partner.com,,,charlie.brown@partner.com,46010942,0
E001588,02/01/2010 19:43:00,leo.harris,DSK0004,charlie.brown@partner.com,,henry.clark@dtaa.com,leo.harris@dtaa.com,34804463,0
E001589,10/15/2010 09:12:00,charlie.brown,LAP0003,peter.robinson@external.com,,,charlie.brown@dtaa.com,46550563,6
E001590,11/23/2010 06:49:00,grace.taylor,LAP0002,eve.davis@company.com,peter.robinson@dtaa.com,,grace.taylor@dtaa.com,41563591,1
E001591,04/03/2010 11:17:00,charlie.brown,DSK0005,leo.harris@partner.com,,,charlie.brown@external.com,26752985,3
E001592,11/11/2010 00:42:00,henry.clark,DSK0001,frank.miller@external.com,,jack.white@dtaa.com,henry.clark@partner.com,23133447,9
E001593,06/01/2010 11:53:00,diana.wilson,DSK0005,leo.harris@external.com,,,diana.wilson@dtaa.com,46224534,2
E001594,10/24/2010 21:57:00,charlie.brown,DSK0004,grace.taylor@dtaa.com,,,charlie.brown@external.com,26288573,1
E001595,10/17/2010 07:18:00,jack.white,LAP0005,eve.davis@company.com,alice.smith@dtaa.com,,jack.white@partner.com,28735440,0
E001596,02/19/2010 06:38:00,noah.martin,DSK0002,olivia.garcia@company.com,,,noah.martin@partner.com,2379629,0
E001597,04/18/2010 11:26:00,charlie.brown,LAP0002,frank.miller@company.com,bob.johnson@dtaa.com,,charlie.brown@company.com,9131292,0
E001598,01/27/2010 03:49:00,mia.thompson,DSK0002,karen.green@company.com,,,mia.thompson@dtaa.com,33720912,10
E001599,12/02/2010 05:36:00,iris.lee,DSK0005,iris.lee@partner.com,bob.johnson@dtaa.com,,iris.lee@external.com,39550840,1
E001600,10/06/2010 06:23:00,mia.thompson,LAP0003,mia.thompson@company.com,,peter.robinson@dtaa.com,mia.thompson@company.com,27772188,0
E001601,11/16/2010 07:10:00,eve.davis,LAP0004,iris.lee@dtaa.com,,,eve.davis@company.com,41020649,1
E001602,02/17/2010 10:51:00,iris.lee,LAP0001,karen.green@company.com,,,iris.lee@external.com,33248251,0
E001603,05/12/2010 01:05:00,eve.davis,DSK0003,henry.clark@company.com,alice.smith@dtaa.com,,eve.davis@partner.com,48252995,2
E001604,09/30/2010 18:12:00,charlie.brown,LAP0005,diana.wilson@company.com,,,charlie.brown@partner.com,44890517,0
E001605,03/12/2010 01:31:00,frank.miller,LAP0005,karen.green@partner.com,,,frank.miller@company.com,24581779,0
E001606,07/08/2010 14:23:00,iris.lee,DSK0002,karen.green@partner.com,,,iris.lee@partner.com,18906161,0
E001607,06/06/2010 14:18:00,henry.clark,DSK0004,diana.wilson@dtaa.com,alice.smith@dtaa.com,,henry.clark@company.com,18959096,0
E001608,01/22/2010 02:02:00,iris.lee,DSK0003,charlie.brown@external.com,,,iris.lee@partner.com,89871861,14
E001609,05/15/2010 11:24:00,peter.robinson,LAP0001,peter.robinson@dtaa.com,,,peter.robinson@partner.com,30932899,1
E001610,12/08/2010 23:21:00,leo.harris,LAP0001,henry.clark@dtaa.com,iris.lee@dtaa.com,,leo.harris@partner.com,27203100,0
E001611,03/28/2010 16:39:00,alice.smith,LAP0001,henry.clark@partner.com,,peter.robinson@dtaa.com,alice.smith@partner.com,21021751,0
E001612,03/04/2010 08:39:00,leo.harris,LAP0003,bob.johnson@company.com,,,leo.harris@company.com,28981755,0
E001613,01/31/2010 05:43:00,mia.thompson,LAP0004,henry.clark@external.com,karen.green@dtaa.com,,mia.thompson@partner.com,25615250,0
E001614,11/19/2010 12:29:00,peter.robinson,LAP0005,alice.smith@partner.com,,leo.harris@dtaa.com,peter.robinson@company.com,7482360,1
E001615,07/11/2010 22:29:00,olivia.garcia,LAP0002,peter.robinson@external.com,,,olivia.garcia@company.com,8578931,0
E001616,09/05/2010 15:02:00,diana.wilson,DSK0003,frank.miller@company.com,eve.davis@dtaa.com,,diana.wilson@external.com,1397403,0
E001617,06/03/2010 03:57:00,frank.miller,LAP0005,alice.smith@dtaa.com,,karen.green@dtaa.com,frank.miller@external.com,47381741,1
E001618,07/23/2010 18:57:00,peter.robinson,DSK0004,eve.davis@dtaa.com,,,peter.robinson@partner.com,49688691,1
E001619,08/22/2010 03:11:00,mia.thompson,LAP0004,olivia.garcia@company.com,,,mia.thompson@company.com,13883288,0
E001620,11/14/2010 00:22:00,peter.robinson,DSK0002,jack.white@external.com,,,peter.robinson@partner.com,28908229,0
E001621,12/28/2010 20:35:00,alice.smith,DSK0004,noah.martin@dtaa.com,frank.miller@dtaa.com,,alice.smith@dtaa.com,35875070,0
E001622,10/08/2010 01:51:00,karen.green,LAP0005,grace.taylor@dtaa.com,iris.lee@dtaa.com,eve.davis@dtaa.com,karen.green@external.com,49657989,0
E001623,01/27/2010 23:47:00,peter.robinson,DSK0002,frank.miller@dtaa.com,,,peter.robinson@external.com,40080160,0
E001624,07/24/2010 23:43:00,grace.taylor,LAP0004,mia.thompson@dtaa.com,,,grace.taylor@external.com,31045555,2
E001625,03/29/2010 07:49:00,karen.green,LAP0002,alice.smith@partner.com,karen.green@dtaa.com,,karen.green@external.com,43386987,0
E001626,04/29/2010 13:56:00,henry.clark,DSK0001,peter.robinson@dtaa.com,,,henry.clark@dtaa.com,8237545,0
E001627,05/09/2010 04:29:00,olivia.garcia,LAP0001,noah.martin@company.com,,,olivia.garcia@external.com,43723032,0
E001628,06/04/2010 03:03:00,diana.wilson,LAP0002,karen.green@company.com,,,diana.wilson@external.com,31808417,10
E001629,03/02/2010 06:07:00,peter.robinson,DSK0005,olivia.garcia@company.com,,,peter.robinson@dtaa.com,15452280,0
E001630,12/02/2010 23:18:00,diana.wilson,DSK0003,grace.taylor@dtaa.com,alice.smith@dtaa.com,,diana.wilson@company.com,40247337,0
E001631,02/20/2010 22:39:00,diana.wilson,DSK0003,diana.wilson@dtaa.com,,frank.miller@dtaa.com,diana.wilson@company.com,36175523,8
E001632,04/18/2010 12:35:00,noah.martin,DSK0002,eve.davis@partner.com,,,noah.martin@partner.com,36661151,7
E001633,07/07/2010 06:22:00,karen.green,LAP0005,jack.white@company.com,,,karen.green@company.com,1448786,4
E001634,04/19/2010 14:52:00,leo.harris,DSK0002,henry.clark@partner.com,henry.clark@dtaa.com,,leo.harris@dtaa.com,17712071,1
E001635,09/04/2010 22:47:00,bob.johnson,LAP0003,henry.clark@external.com,,jack.white@dtaa.com,bob.johnson@partner.com,25136329,1
E001636,12/15/2010 20:06:00,grace.taylor,LAP0005,frank.miller@external.com,alice.smith@dtaa.com,,grace.taylor@external.com,31427284,5
E001637,03/24/2010 00:22:00,mia.thompson,LAP0001,noah.martin@external.com,,,mia.thompson@company.com,44076088,0
E001638,11/07/2010 09:26:00,iris.lee,LAP0005,leo.harris@external.com,,,iris.lee@company.com,12415638,0
E001639,09/24/2010 12:33:00,grace.taylor,DSK0001,jack.white@company.com,,,grace.taylor@dtaa.com,919095,0
E001640,03/20/2010 08:34:00,jack.white,DSK0002,iris.lee@external.com,,,jack.white@dtaa.com,43087910,0
E001641,10/25/2010 09:01:00,bob.johnson,LAP0004,diana.wilson@dtaa.com,,,bob.johnson@partner.com,31674948,1
E001642,07/10/2010 20:20:00,karen.green,DSK0001,alice.smith@external.com,,,karen.green@dtaa.com,29007953,0
E001643,10/20/2010 04:29:00,mia.thompson,DSK0003,olivia.garcia@company.com,grace.taylor@dtaa.com,,mia.thompson@partner.com,36604763,5
E001644,11/25/2010 14:58:00,karen.green,DSK0003,charlie.brown@dtaa.com,alice.smith@dtaa.com,,karen.green@company.com,7982662,0
E001645,03/08/2010 10:18:00,diana.wilson,DSK0001,eve.davis@external.com,eve.davis@dtaa.com,,diana.wilson@dtaa.com,46784849,5
E001646,02/26/2010 05:33:00,charlie.brown,DSK0004,frank.miller@company.com,frank.miller@dtaa.com,,charlie.brown@external.com,36257659,0
E001647,02/19/2010 10:14:00,diana.wilson,DSK0005,eve.davis@dtaa.com,bob.johnson@dtaa.com,,diana.wilson@dtaa.com,2372101,10
E001648,05/01/2010 00:36:00,alice.smith,DSK0004,eve.davis@company.com,,,alice.smith@company.com,4993847,1
E001649,11/15/2010 02:21:00,frank.miller,DSK0005,bob.johnson@company.com,,peter.robinson@dtaa.com,frank.miller@dtaa.com,14297571,0
E001650,06/07/2010 16:05:00,mia.thompson,LAP0004,olivia.garcia@partner.com,,,mia.thompson@external.com,46570455,0
E001651,01/11/2010 03:18:00,frank.miller,LAP0002,leo.harris@dtaa.com,bob.johnson@dtaa.com,,frank.miller@partner.com,36999815,0
E001652,12/16/2010 20:14:00,eve.davis,LAP0004,peter.robinson@external.com,grace.taylor@dtaa.com,,eve.davis@partner.com,15340422,0
E001653,12/29/2010 20:52:00,leo.harris,DSK0004,charlie.brown@external.com,,,leo.harris@dtaa.com,10812849,0
E001654,10/08/2010 09:14:00,iris.lee,LAP0004,bob.johnson@external.com,,,iris.lee@company.com,17682400,0
E001655,06/06/2010 18:28:00,charlie.brown,LAP0005,grace.taylor@company.com,,,charlie.brown@external.com,17268547,3
E001656,08/01/2010 11:28:00,henry.clark,DSK0005,frank.miller@external.com,,,henry.clark@external.com,22836526,3
E001657,07/16/2010 08:20:00,frank.miller,DSK0003,olivia.garcia@company.com,,eve.davis@dtaa.com,frank.miller@dtaa.com,29476541,0
E001658,01/13/2010 14:40:00,mia.thompson,DSK0001,noah.martin@partner.com,,,mia.thompson@partner.com,1940420,2
E001659,05/10/2010 01:11:00,alice.smith,DSK0004,iris.lee@external.com,,,alice.smith@external.com,22455868,1
E001660,05/01/2010 12:16:00,frank.miller,DSK0003,peter.robinson@external.com,leo.harris@dtaa.com,,frank.miller@dtaa.com,46384328,0
E001661,04/14/2010 22:34:00,charlie.brown,DSK0003,bob.johnson@company.com,henry.clark@dtaa.com,,charlie.brown@dtaa.com,47481700,0
E001662,10/05/2010 21:52:00,noah.martin,DSK0004,henry.clark@partner.com,,,noah.martin@partner.com,10945554,1
E001663,04/15/2010 06:43:00,jack.white,DSK0005,eve.davis@external.com,,,jack.white@external.com,16618737,0
E001664,12/15/2010 06:56:00,bob.johnson,DSK0002,jack.white@company.com,,,bob.johnson@company.com,32610678,0
E001665,03/15/2010 18:51:00,mia.thompson,DSK0002,bob.johnson@dtaa.com,olivia.garcia@dtaa.com,,mia.thompson@partner.com,47339719,0
E001666,05/18/2010 09:45:00,henry.clark,DSK0001,iris.lee@company.com,,,henry.clark@company.com,7667373,0
E001667,06/23/2010 22:52:00,bob.johnson,DSK0003,leo.harris@partner.com,,,bob.johnson@external.com,16534940,2
E001668,04/18/2010 22:16:00,noah.martin,DSK0002,frank.miller@external.com,,,noah.martin@company.com,12486362,0
E001669,06/05/2010 21:55:00,noah.martin,LAP0002,eve.davis@partner.com,,,noah.martin@external.com,24372126,4
E001670,09/22/2010 10:00:00,peter.robinson,DSK0005,diana.wilson@company.com,,,peter.robinson@dtaa.com,42048665,1
E001671,09/30/2010 23:19:00,frank.miller,LAP0005,leo.harris@dtaa.com,,,frank.miller@partner.com,18306290,2
E001672,10/01/2010 04:52:00,alice.smith,LAP0002,iris.lee@partner.com,,,alice.smith@partner.com,36382276,0
E001673,04/02/2010 12:11:00,henry.clark,DSK0002,henry.clark@dtaa.com,,,henry.clark@external.com,38263132,0
E001674,06/11/2010 09:16:00,jack.white,DSK0005,henry.clark@partner.com,,,jack.white@dtaa.com,28469899,1
E001675,04/03/2010 08:43:00,diana.wilson,DSK0005,noah.martin@company.com,,,diana.wilson@partner.com,38043957,0
E001676,05/29/2010 00:52:00,charlie.brown,LAP0003,leo.harris@dtaa.com,,,charlie.brown@partner.com,986128,0
E001677,09/15/2010 22:11:00,karen.green,LAP0002,peter.robinson@company.com,,,karen.green@external.com,46084375,13
E001678,08/28/2010 23:06:00,karen.green,LAP0004,grace.taylor@external.com,,,karen.green@partner.com,23665139,1
E001679,02/21/2010 04:41:00,jack.white,LAP0002,frank.miller@dtaa.com,,,jack.white@partner.com,13827580,9
E001680,01/15/2010 11:07:00,eve.davis,LAP0005,noah.martin@company.com,,,eve.davis@external.com,13527211,1
E001681,08/29/2010 01:39:00,leo.harris,DSK0003,charlie.brown@company.com,,,leo.harris@dtaa.com,22987544,0
E001682,02/04/2010 16:53:00,charlie.brown,LAP0001,diana.wilson@company.com,,,charlie.brown@dtaa.com,32039961,0
E001683,07/12/2010 07:44:00,noah.martin,DSK0005,noah.martin@partner.com,,,noah.martin@dtaa.com,27539960,3
E001684,08/18/2010 18:09:00,frank.miller,LAP0004,leo.harris@external.com,,,frank.miller@company.com,63563863,8
E001685,04/09/2010 21:07:00,leo.harris,LAP0001,peter.robinson@company.com,,,leo.harris@partner.com,39362610,0
E001686,02/22/2010 01:52:00,diana.wilson,DSK0001,noah.martin@external.com,,,diana.wilson@company.com,32302610,5
E001687,12/14/2010 05:46:00,charlie.brown,DSK0001,henry.clark@external.com,,,charlie.brown@external.com,39242317,4
E001688,07/11/2010 00:43:00,noah.martin,LAP0003,diana.wilson@external.com,,grace.taylor@dtaa.com,noah.martin@external.com,42405323,13
E001689,06/13/2010 10:01:00,henry.clark,DSK0005,henry.clark@company.com,,,henry.clark@partner.com,26859453,0
E001690,01/02/2010 12:49:00,bob.johnson,DSK0003,alice.smith@external.com,,,bob.johnson@company.com,45815061,0
E001691,04/22/2010 13:32:00,olivia.garcia,LAP0001,alice.smith@external.com,grace.taylor@dtaa.com,,olivia.garcia@external.com,21046909,1
E001692,02/13/2010 14:04:00,peter.robinson,DSK0004,diana.wilson@external.com,alice.smith@dtaa.com,,peter.robinson@company.com,6468924,0
E001693,10/27/2010 07:37:00,peter.robinson,DSK0001,diana.wilson@partner.com,,,peter.robinson@external.com,41118370,0
E001694,03/06/2010 05:02:00,peter.robinson,DSK0001,olivia.garcia@partner.com,,,peter.robinson@partner.com,36631328,1
E001695,07/07/2010 17:47:00,peter.robinson,DSK0001,peter.robinson@external.com,,,peter.robinson@company.com,33304958,5
E001696,09/04/2010 19:31:00,noah.martin,DSK0003,karen.green@company.com,,,noah.martin@external.com,42971191,2
E001697,11/14/2010 15:49:00,leo.harris,LAP0001,frank.miller@partner.com,,,leo.harris@company.com,21047903,0
E001698,12/01/2010 16:53:00,eve.davis,LAP0002,karen.green@dtaa.com,noah.martin@dtaa.com,,eve.davis@dtaa.com,16307777,0
E001699,09/07/2010 07:15:00,frank.miller,DSK0001,leo.harris@external.com,,,frank.miller@dtaa.com,22419558,0
E001700,08/07/2010 16:30:00,grace.taylor,LAP0002,alice.smith@company.com,bob.johnson@dtaa.com,,grace.taylor@partner.com,133866,1
E001701,08/01/2010 13:06:00,karen.green,LAP0004,jack.white@external.com,,,karen.green@company.com,6974310,0
E001702,03/29/2010 03:25:00,eve.davis,DSK0005,iris.lee@dtaa.com,,,eve.davis@external.com,10633727,0
E001703,01/01/2010 08:01:00,bob.johnson,LAP0003,iris.lee@dtaa.com,alice.smith@dtaa.com,,bob.johnson@company.com,11305779,2
E001704,05/05/2010 19:27:00,olivia.garcia,DSK0003,eve.davis@partner.com,,,olivia.garcia@external.com,14244028,1
E001705,05/15/2010 10:35:00,jack.white,LAP0003,olivia.garcia@dtaa.com,noah.martin@dtaa.com,,jack.white@external.com,28336303,0
E001706,01/22/2010 15:08:00,henry.clark,LAP0002,mia.thompson@dtaa.com,,,henry.clark@dtaa.com,14083766,0
E001707,04/14/2010 16:54:00,leo.harris,DSK0001,iris.lee@company.com,olivia.garcia@dtaa.com,,leo.harris@company.com,18418092,1
E001708,09/28/2010 18:05:00,alice.smith,DSK0003,bob.johnson@company.com,,,alice.smith@external.com,19711138,1
E001709,09/06/2010 23:36:00,iris.lee,LAP0003,noah.martin@external.com,,,iris.lee@partner.com,4006557,0
E001710,08/02/2010 11:20:00,eve.davis,DSK0004,diana.wilson@external.com,alice.smith@dtaa.com,,eve.davis@dtaa.com,27671713,3
E001711,03/30/2010 02:49:00,mia.thompson,DSK0005,henry.clark@partner.com,henry.clark@dtaa.com,,mia.thompson@partner.com,45942462,1
E001712,05/25/2010 23:20:00,charlie.brown,LAP0003,charlie.brown@dtaa.com,leo.harris@dtaa.com,,charlie.brown@partner.com,34345,1
E001713,08/18/2010 08:26:00,charlie.brown,DSK0005,leo.harris@external.com,,,charlie.brown@partner.com,28540134,0
E001714,04/20/2010 03:20:00,henry.clark,LAP0004,charlie.brown@external.com,,,henry.clark@external.com,31177955,1
E001715,12/14/2010 07:58:00,charlie.brown,LAP0002,leo.harris@partner.com,,,charlie.brown@company.com,4222297,3
E001716,01/16/2010 11:51:00,charlie.brown,LAP0005,peter.robinson@partner.com,,,charlie.brown@company.com,408249,0
E001717,08/19/2010 11:49:00,henry.clark,LAP0004,iris.lee@external.com,,,henry.clark@partner.com,24190861,0
E001718,10/16/2010 13:55:00,olivia.garcia,DSK0003,henry.clark@partner.com,alice.smith@dtaa.com,,olivia.garcia@dtaa.com,17052910,0
E001719,12/28/2010 21:32:00,grace.taylor,DSK0001,leo.harris@dtaa.com,,,grace.taylor@company.com,48328977,1
E001720,10/21/2010 19:20:00,grace.taylor,LAP0005,bob.johnson@company.com,,eve.davis@dtaa.com,grace.taylor@dtaa.com,43186046,0
E001721,11/02/2010 13:40:00,charlie.brown,LAP0002,karen.green@company.com,,,charlie.brown@dtaa.com,36684523,0
E001722,08/28/2010 12:19:00,karen.green,LAP0005,diana.wilson@company.com,,,karen.green@partner.com,32098462,0
E001723,11/14/2010 09:26:00,eve.davis,DSK0001,grace.taylor@external.com,,,eve.davis@company.com,12507384,0
E001724,04/11/2010 17:10:00,iris.lee,DSK0004,iris.lee@partner.com,,,iris.lee@dtaa.com,22543376,2
E001725,06/27/2010 07:44:00,mia.thompson,LAP0002,karen.green@dtaa.com,eve.davis@dtaa.com,,mia.thompson@dtaa.com,17159448,2
E001726,03/24/2010 05:43:00,henry.clark,LAP0005,karen.green@external.com,diana.wilson@dtaa.com,,henry.clark@partner.com,29489517,0
E001727,02/23/2010 12:51:00,eve.davis,DSK0002,mia.thompson@partner.com,frank.miller@dtaa.com,,eve.davis@partner.com,18095582,0
E001728,07/15/2010 19:21:00,mia.thompson,DSK0004,iris.lee@company.com,,,mia.thompson@dtaa.com,49337159,0
E001729,08/20/2010 23:18:00,charlie.brown,DSK0002,karen.green@company.com,,,charlie.brown@company.com,28475019,2
E001730,01/11/2010 03:20:00,henry.clark,DSK0001,eve.davis@company.com,,,henry.clark@partner.com,8583586,0
E001731,07/24/2010 01:44:00,bob.johnson,DSK0001,jack.white@company.com,olivia.garcia@dtaa.com,,bob.johnson@partner.com,44101382,3
E001732,02/09/2010 01:32:00,henry.clark,LAP0003,iris.lee@company.com,,,henry.clark@dtaa.com,13284063,8
E001733,10/04/2010 14:54:00,diana.wilson,DSK0003,karen.green@company.com,,,diana.wilson@company.com,10709222,1
E001734,09/11/2010 16:35:00,diana.wilson,DSK0002,frank.miller@external.com,,,diana.wilson@dtaa.com,47451908,1
E001735,07/04/2010 23:07:00,frank.miller,DSK0005,iris.lee@partner.com,karen.green@dtaa.com,,frank.miller@company.com,23758300,0
E001736,08/24/2010 13:34:00,henry.clark,LAP0004,bob.johnson@company.com,eve.davis@dtaa.com,,henry.clark@external.com,26033236,0
E001737,06/19/2010 11:33:00,frank.miller,DSK0003,olivia.garcia@dtaa.com,charlie.brown@dtaa.com,,frank.miller@external.com,2433008,0
E001738,01/20/2010 18:19:00,leo.harris,DSK0005,noah.martin@company.com,,,leo.harris@company.com,43670303,9
E001739,03/15/2010 20:00:00,noah.martin,LAP0001,grace.taylor@company.com,frank.miller@dtaa.com,,noah.martin@company.com,47298772,6
E001740,10/12/2010 18:34:00,iris.lee,LAP0003,diana.wilson@company.com,jack.white@dtaa.com,,iris.lee@external.com,8894437,0
E001741,06/17/2010 01:27:00,peter.robinson,DSK0004,bob.johnson@partner.com,,,peter.robinson@company.com,45857814,8
E001742,11/15/2010 13:26:00,jack.white,LAP0003,henry.clark@external.com,,,jack.white@company.com,48130446,0
E001743,11/13/2010 19:14:00,charlie.brown,LAP0005,karen.green@partner.com,,,charlie.brown@company.com,36146901,1
E001744,02/14/2010 03:04:00,jack.white,DSK0004,leo.harris@company.com,,olivia.garcia@dtaa.com,jack.white@external.com,23812827,0
E001745,07/06/2010 12:08:00,diana.wilson,DSK0002,iris.lee@external.com,,eve.davis@dtaa.com,diana.wilson@external.com,32361962,0
E001746,09/17/2010 19:36:00,olivia.garcia,DSK0005,noah.martin@dtaa.com,,,olivia.garcia@partner.com,31664177,2
E001747,03/16/2010 20:44:00,mia.thompson,DSK0004,mia.thompson@company.com,,,mia.thompson@company.com,40607953,1
E001748,02/03/2010 23:51:00,karen.green,LAP0002,peter.robinson@external.com,,,karen.green@company.com,82488554,2
E001749,04/08/2010 00:16:00,frank.miller,LAP0003,bob.johnson@external.com,,,frank.miller@partner.com,38884838,0
E001750,05/03/2010 17:04:00,grace.taylor,DSK0004,bob.johnson@company.com,,henry.clark@dtaa.com,grace.taylor@external.com,14216867,0
E001751,10/20/2010 09:17:00,karen.green,DSK0002,eve.davis@company.com,,,karen.green@company.com,38196153,5
E001752,09/08/2010 03:31:00,iris.lee,LAP0004,karen.green@company.com,,grace.taylor@dtaa.com,iris.lee@partner.com,10487276,0
E001753,10/02/2010 15:47:00,eve.davis,DSK0002,noah.martin@external.com,,,eve.davis@dtaa.com,42453041,0
E001754,07/26/2010 23:35:00,leo.harris,LAP0003,olivia.garcia@partner.com,,alice.smith@dtaa.com,leo.harris@external.com,7726102,0
E001755,10/08/2010 07:47:00,jack.white,LAP0005,leo.harris@dtaa.com,charlie.brown@dtaa.com,henry.clark@dtaa.com,jack.white@partner.com,28318529,0
E001756,09/06/2010 12:31:00,charlie.brown,LAP0003,leo.harris@dtaa.com,,,charlie.brown@partner.com,7387053,0
E001757,06/22/2010 05:40:00,grace.taylor,DSK0001,diana.wilson@partner.com,,,grace.taylor@partner.com,12933013,3
E001758,02/25/2010 08:02:00,noah.martin,LAP0004,iris.lee@external.com,leo.harris@dtaa.com,,noah.martin@partner.com,18181674,1
E001759,07/13/2010 21:42:00,mia.thompson,LAP0003,charlie.brown@external.com,bob.johnson@dtaa.com,,mia.thompson@external.com,49095172,1
E001760,05/11/2010 14:07:00,leo.harris,LAP0003,jack.white@external.com,,,leo.harris@dtaa.com,34258275,1
E001761,05/26/2010 16:48:00,frank.miller,DSK0002,bob.johnson@external.com,noah.martin@dtaa.com,,frank.miller@dtaa.com,27697639,0
E001762,01/01/2010 21:23:00,diana.wilson,LAP0002,mia.thompson@dtaa.com,,,diana.wilson@partner.com,31293552,0
E001763,03/29/2010 22:57:00,eve.davis,DSK0001,iris.lee@external.com,,,eve.davis@company.com,21797034,0
E001764,01/05/2010 18:28:00,noah.martin,DSK0004,grace.taylor@company.com,karen.green@dtaa.com,,noah.martin@partner.com,2055236,0
E001765,02/24/2010 07:28:00,peter.robinson,LAP0004,alice.smith@partner.com,,,peter.robinson@partner.com,24783476,2
E001766,12/30/2010 17:10:00,karen.green,LAP0002,diana.wilson@external.com,,,karen.green@company.com,28706599,4
E001767,10/30/2010 20:09:00,frank.miller,DSK0002,charlie.brown@company.com,,,frank.miller@partner.com,2499944,0
E001768,09/02/2010 05:55:00,diana.wilson,DSK0003,karen.green@external.com,alice.smith@dtaa.com,,diana.wilson@dtaa.com,29355384,0
E001769,12/11/2010 00:50:00,frank.miller,DSK0004,iris.lee@partner.com,,,frank.miller@partner.com,43545326,1
E001770,04/21/2010 02:52:00,charlie.brown,LAP0004,jack.white@dtaa.com,,,charlie.brown@external.com,1512838,2
E001771,08/26/2010 14:28:00,henry.clark,DSK0003,charlie.brown@dtaa.com,,,henry.clark@external.com,37471290,0
E001772,02/15/2010 22:42:00,bob.johnson,DSK0001,eve.davis@partner.com,,,bob.johnson@external.com,7145686,0
E001773,04/14/2010 05:19:00,jack.white,LAP0002,frank.miller@company.com,,,jack.white@company.com,3848900,0
E001774,03/26/2010 20:51:00,bob.johnson,DSK0004,diana.wilson@partner.com,jack.white@dtaa.com,,bob.johnson@partner.com,11811112,0
E001775,07/05/2010 13:08:00,leo.harris,DSK0003,peter.robinson@partner.com,,,leo.harris@company.com,41842169,1
E001776,02/13/2010 18:12:00,diana.wilson,DSK0003,leo.harris@dtaa.com,grace.taylor@dtaa.com,,diana.wilson@company.com,19309007,0
E001777,03/11/2010 16:11:00,grace.taylor,DSK0003,olivia.garcia@partner.com,,,grace.taylor@dtaa.com,5992212,0
E001778,03/25/2010 01:00:00,frank.miller,DSK0005,bob.johnson@external.com,,,frank.miller@external.com,41682973,4
E001779,01/01/2010 17:59:00,alice.smith,DSK0003,eve.davis@partner.com,bob.johnson@dtaa.com,,alice.smith@external.com,2239274,0
E001780,08/23/2010 00:27:00,leo.harris,DSK0004,peter.robinson@company.com,,,leo.harris@dtaa.com,15946106,1
E001781,06/01/2010 14:37:00,karen.green,DSK0003,eve.davis@partner.com,,,karen.green@external.com,155187,1
E001782,03/19/2010 17:57:00,bob.johnson,DSK0003,olivia.garcia@external.com,olivia.garcia@dtaa.com,,bob.johnson@company.com,26168411,1
E001783,10/13/2010 14:49:00,noah.martin,DSK0003,henry.clark@dtaa.com,,,noah.martin@company.com,32051131,3
E001784,11/01/2010 11:15:00,jack.white,DSK0004,bob.johnson@external.com,,,jack.white@company.com,21617836,2
E001785,06/21/2010 04:21:00,henry.clark,LAP0004,mia.thompson@partner.com,frank.miller@dtaa.com,,henry.clark@partner.com,37060686,0
E001786,09/24/2010 18:04:00,jack.white,DSK0004,noah.martin@external.com,,,jack.white@external.com,23547331,2
E001787,04/23/2010 12:05:00,grace.taylor,DSK0005,alice.smith@partner.com,,,grace.taylor@dtaa.com,11723691,0
E001788,11/17/2010 01:43:00,grace.taylor,DSK0003,henry.clark@external.com,,,grace.taylor@dtaa.com,1711154,0
E001789,05/09/2010 12:17:00,diana.wilson,DSK0004,diana.wilson@external.com,,,diana.wilson@company.com,18041030,0
E001790,11/23/2010 04:01:00,iris.lee,DSK0004,henry.clark@company.com,,,iris.lee@dtaa.com,34987565,0
E001791,01/10/2010 08:20:00,iris.lee,LAP0004,diana.wilson@external.com,olivia.garcia@dtaa.com,jack.white@dtaa.com,iris.lee@dtaa.com,13094136,7
E001792,01/31/2010 03:40:00,henry.clark,DSK0005,olivia.garcia@external.com,,,henry.clark@partner.com,14605829,0
E001793,10/22/2010 17:43:00,olivia.garcia,DSK0004,noah.martin@dtaa.com,,,olivia.garcia@partner.com,48680863,2
E001794,03/04/2010 01:23:00,diana.wilson,LAP0002,eve.davis@company.com,,,diana.wilson@dtaa.com,31985634,1
E001795,10/16/2010 02:02:00,charlie.brown,DSK0001,leo.harris@company.com,,,charlie.brown@partner.com,42735604,0
E001796,04/20/2010 09:39:00,iris.lee,LAP0004,olivia.garcia@partner.com,henry.clark@dtaa.com,,iris.lee@company.com,12656508,2
E001797,09/14/2010 23:53:00,olivia.garcia,DSK0002,mia.thompson@dtaa.com,,,olivia.garcia@partner.com,6912290,4
E001798,05/15/2010 15:40:00,iris.lee,DSK0001,grace.taylor@partner.com,,alice.smith@dtaa.com,iris.lee@external.com,27760632,2
E001799,08/14/2010 07:59:00,jack.white,DSK0001,peter.robinson@dtaa.com,,,jack.white@company.com,9022874,0
